
Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
GDP per capita (current US$),NY.GDP.PCAP.CD,Uzbekistan,UZB,558.226802377,456.706289511583,383.343067990742,396.377979026633,465.119886944025,546.776850185552,654.283837283285,830.407694204322,1082.28602501699,1213.26532816388,1742.34925645077,2051.12951516418,2267.62327535512,2419.71874381787,2628.4600544321,2753.97105783086
GDP per capita (current US$),NY.GDP.PCAP.CD,Vanuatu,VUT,1416.1970239414,1309.04758427698,1299.17889880123,1517.29445357794,1718.26302892176,1814.81782010114,1970.89840533238,2261.45929411079,2525.08391185002,2472.4635560873,2732.55155722254,3064.75121207899,2906.34246130818,2877.44452801285,2861.20316407946,2643.88689399558
GDP per capita (current US$),NY.GDP.PCAP.CD,"Venezuela, RB",VEN,4795.63474784068,4940.11390285531,3667.20019363107,3243.36880476351,4287.63157891057,5456.32242533255,6769.86841430715,8369.23526829668,11310.7781703527,11641.7991472317,13692.9149666211,10877.1123638816,12937.9275972349,12433.9807853398,15975.7293753361,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Vietnam,VNM,394.583136574358,409.497733935821,434.810292146332,485.450908058518,551.903505134912,693.189842514919,790.592516384921,913.312331601755,1158.10162735417,1225.84500946092,1684.01166738777,1953.55697860752,2190.23228396054,2367.49954241069,2558.7789242001,2595.23497870737
GDP per capita (current US$),NY.GDP.PCAP.CD,Virgin Islands (U.S.),VIR,..,..,30062.0225050457,31731.2566241187,35006.3614404514,40828.7460927775,41377.1466009652,44158.5054044325,39152.3750657306,38753.1825393897,39905.1284180994,38997.1373164651,37795.3192590675,34597.9766940328,33045.3643795999,34007.3529411765
GDP per capita (current US$),NY.GDP.PCAP.CD,West Bank and Gaza,PSE,1476.17185000238,1335.55319529359,1156.21747345769,1257.69857009689,1422.19088643544,1543.70141392774,1570.10439962728,1664.24571669276,2035.20234121766,2191.78178736868,2557.07562356699,2880.79843707909,3067.43872735614,3315.29753909282,3352.11259506043,3272.15432360708
GDP per capita (current US$),NY.GDP.PCAP.CD,"Yemen, Rep.",YEM,518.14867272789,515.139982017881,543.960980933471,583.391150379462,669.103361915005,785.451249681936,867.782936666331,956.230635225937,1153.53642410933,1045.80557968983,1249.06308529856,1284.61763539287,1349.99029491959,1497.7479410273,1557.60140563182,1488.41626715083
GDP per capita (current US$),NY.GDP.PCAP.CD,Zambia,ZMB,364.026125867299,401.732315892622,399.099077873756,452.286577564326,556.050006649575,720.446504729389,1065.59641685012,1133.43615831521,1393.51949098012,1150.94174590972,1469.36145002684,1644.45683054452,1729.64747097057,1840.32055335789,1724.57621968232,1307.90964916032
GDP per capita (current US$),NY.GDP.PCAP.CD,Zimbabwe,ZWE,565.284389703613,569.003208636604,529.186882814375,474.30220105818,477.399491040164,470.783761438779,441.498796884795,425.036841692684,351.839100544391,762.297960300667,937.840339987372,1082.61577325282,1290.19395746702,1408.36781031236,1407.03429109916,1410.32917348908
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Afghanistan,AFG,..,..,..,..,..,..,..,..,-47951776.133526,-55860135.4655666,-192022479.468454,-51036283.6112608,-65684511.343893,-47774027.0095906,-42994416.2107173,-166983554.911685
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Albania,ALB,-143000000,-207300000,-135000000,-178036400.666667,-327681210.171408,-258417488.710474,-314638316.803697,-647365283.80649,-881244175.083487,-950761387.622076,-1043511678.05772,-846616681.619178,-834803023.050091,-1225674342.47578,-1074294190.46155,-910256725.971613
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Algeria,DZA,..,..,..,..,..,-1100999999.99995,-1762000000.00007,-1539745127.74472,-2320754663.57849,-2532507565.45895,-2081136054.38595,-2037319357.9126,-1541844615.21892,-1963635049.70214,-1520777119.23079,638915215.34559
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Andorra,AND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Angola,AGO,-878620000,-2145470000,-1643393000,-3481071780,-1413991820,1523198987.12,228299945.92,1805123607.46,890672963.88,-2198545055.42,4567640566.41,5116413413.75765,2351103731.49811,8041583616.63461,-2770722210.78846,-10813085379.2657
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Antigua and Barbuda,ATG,-43115925.9259259,-98452222.2222222,-65865064.8148148,-166321143.703704,-80366585.1851852,-220963374.074074,-358820163.703704,-338204733.333333,-158783774.444444,-80646652.5925926,-96679207.7777778,-65160596.2962963,-129367138.888889,-134288999.62963,-39930998.375213,-99949131.3440363
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Argentina,ARG,-9517286139.80497,-2005260142.26883,-2776050000,-878230000,-3448720000,-3954190000,-3098627065.63234,-4968924800.78457,-8334618540.64712,-3305612521.13841,-10367957946.0427,-9351930944.6815,-14269084338.7678,-8931688999.43165,-3144794108.85981,-10883760783.9318
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Armenia,ARM,-104188500,-69868500,-110723793.820445,-122243974.97818,-247264860.111629,-286684171.830529,-443904925.628455,-658779848.027598,-913226598.537507,-707800329.856072,-501862328.992661,-434138222.389594,-473210732.062169,-315829524.319474,-377774323.990989,-155376061.98069
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Aruba,ABW,130558659.217877,263240223.463687,-338659217.877095,-163016759.776536,97541899.4413408,198934471.098667,-233138804.458988,510558659.217877,-16089385.4748603,12122905.027933,-184022346.368715,-485027932.960894,317486033.519553,-221951574.301676,-241753769.273743,39290644.1340782
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Australia,AUS,-10797958704.9726,2663165109.34216,-7681971734.88822,9612586773.251,-33123390586.6106,-7620252751.31983,-6470053660.8773,-30020094088.5358,-13272117217.3587,-17218512630.0947,-17142068311.1791,-57304251200.4141,-51785739222.1873,-55235185682.7657,-40637704363.7628,-38633221206.3589
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Austria,AUT,..,..,..,..,..,193338846.213749,5587390965.51057,10174118816.0678,21601880265.0661,1258109965.99239,7679700298.12413,15161341820.8399,13225677746.2251,10579892540.2259,-2587541536.35941,5836278366.23208
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Azerbaijan,AZE,-129177000,-226513000,-1066821000,-2351747000,-2351283000,-459151000,1289475000,5034521000,540824000,-147181000,-331155000,-932582000,-812407000,-1141550000,-2443393000,-838252000
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,"Bahamas, The",BHS,-250250000,-102370000,-152790000,-190200000,-273600000,-563414700,-706380000,-713350000,-860156197.03,-663960000,-871970000,-666621000,-526171000,-382252000,-251277428.82,-76075924.75
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Bahrain,BHR,-354009613.612708,135596788.456027,-26956705.9389952,224654326.553137,170330179.249347,86771034.2841144,-1934606676.81138,-87163578.6117713,-173519631.140213,-2048638923.12243,178271544.021768,112765957.446808,-1028723404.25532,-3196063829.78723,-1913031914.89362,3126063829.78723
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Bangladesh,BGD,-280384629.677983,-78527040.0772574,-49662443.9923349,-265507414.091238,-444836577.956305,-811382056.103925,-452928348.08698,-516766232.527525,-1137762261.22987,-720457353.571077,-1165816161.07858,-967290773.513049,-1295344530.46955,-2056085292.75007,-2497421015.99741,-2771250741.40178
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Barbados,BRB,-50864443.905,-65922410.94,-203366753.8,-159668788.595,-174772215.66,-233184407.8093,-297819584.545,-394165815.255,-541690637.64,-228177862.925,-101210228.225,100659085.815,-488140795.603146,-77793292.9439255,-821282678.45275,-366328937.704148
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Belarus,BLR,-118600000,-95500000,-453300000,-170300000,-162500000,-304100000,-354100000,-1792100000,-2157300000,-1774200000,-1342800000,-3876900000,-1308100000,-1983900000,-1788600000,-1545700000
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Belgium,BEL,..,..,-9199049496.12605,4506779201.18315,-9750819018.39849,-1123653952.83817,-8690515456.57814,-13093604217.0028,32864044191.5877,-44015051904.4324,-58665007469.2635,-34518425846.1646,29684338021.7117,17271778736.2816,14787640970.4609,26844377439.2661
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Belize,BLZ,-23340762.4266667,-61162972.8668778,-25386719.6632397,11282788.1898455,-111431922.355423,-125927475.812063,-108256902.150357,-139387819.298583,-166910700.119583,-108378835.983874,-95328799.7738034,-94715507.9517314,-193325682.261236,-91563206.3019041,-138362416.53291,-58649340.1251989
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Benin,BEN,-56293369.3973898,-41589426.4554691,-12215422.2758564,-44516493.4950467,-65271226.2197845,-53450076.8434973,-54978160.7779343,-261682357.855418,-174531373.920804,-103514099.036551,-194907272.300882,-101574683.484699,-241215299.320068,-301753783.162607,-388459043.328903,-117056378.004949
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Bermuda,BMU,..,..,..,..,..,..,200070000,-512299998.122074,151362971.853528,81724155.0382041,-236611007.849348,-78844721.3646545,192813471.506983,-4328580.31158239,123143745.411753,58627864.425454
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Bhutan,BTN,..,..,..,..,..,..,-6122702.14271106,-73855769.764882,-3144001.01949936,-18299707.2343963,-75274009.0283126,-31141614.8601365,-24380673.5733894,-20433631.0650379,-23534931.751976,-6450953.8497443
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Bolivia,BOL,-733550000,-703176000,-673943000,-194620000,-62630000,241620000,-277763457,-363294241.538303,-509335605.237139,-420040000,-650803350.548348,-858666303.673604,-1059965390.78481,-1749612614.39791,-689679405.958478,-556430243.093449
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Bosnia and Herzegovina,BIH,-146075610.876644,-118495219.813023,-267769568.956599,-381784637.391406,-708312302.704066,-607373915.360547,-764131962.543175,-1777373274.55128,-965405030.760019,-231998611.544701,-362660381.874081,-476436501.691437,-332376367.374972,-227032907.49788,-534904935.992605,-288355804.376773
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Botswana,BWA,-54918606.0375423,348970654.94957,-365114185.438574,-211973062.159068,-429642225.615169,-363607719.743978,-437105003.173079,-462989971.617786,-612317045.161086,-200878584.290784,-217483477.377689,-302916735.473587,-138128417.222638,17496214.021862,-403817441.879067,-195308867.002062
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Brazil,BRA,-30497652699.75,-24714939372.251,-14108096193.114,-9894224670.99009,-8338896459.75335,-12549590734.979,9380283047.0622,-27518241273.2648,-24601090273.6125,-36032805800,-55626921872.6,-86360111204.54,-90485123670.43,-59567525424.58,-67107129352.1,-61604176364.71
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Brunei Darussalam,BRN,..,-60694643.6567848,-229671955.675395,-123820911.146426,-71630911.7273666,-175068516.562807,-70382447.539689,-257635717.488309,-222184549.489168,-325586827.786629,-479520595.760504,-703751750.577839,-859107110.358658,-778412341.07849,-573906641.326341,-171289167.823995
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Bulgaria,BGR,-998219916.685135,-803281565.315899,-876321850.153046,-2070285897.61502,-2879178250.31481,-4004786052.34486,-7582756075.81876,-12903082288.9807,-9179244609.95921,-3535417639.07974,-1253650000,-1611440000,-1378130000,-1637500000,-211260000,-2098190000
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Burkina Faso,BFA,..,..,..,..,..,-34360763.6851065,-34531231.1271479,-337376983.205529,-104260080.00048,-71363957.7639522,-38187589.150915,-41472799.9899918,-256326266.355278,-432096421.40535,-287750664.958997,-217796773.033046
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Burundi,BDI,-11683240.6730743,2288.18254076578,..,-4618.42567105725,-44690.7076028704,-584701.692574561,-31593.7781888499,-465213.14733302,-3251690.82159558,-348404.534569828,-780582.003631939,-3354999.1805922,-604919.651526489,-116560393.846233,-81719783.795899,-49470693.0791751
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Cabo Verde,CPV,-32806136.1053116,-8589641.54977768,-14788930.7629247,-38368774.6260061,-67638273.8033899,-80505350.0952237,-131787738.919071,-191413321.248611,-213735822.380781,-124107059.533532,-116158763.720938,-100837552.813971,-116951430.545924,-56525170.5216803,-168140528.757502,-111989153.507983
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Cambodia,KHM,-141910547.771325,-142109476.976224,-139080363.872694,-74319650.5580652,-121173229.281784,-374902190.600283,-474827561.657629,-866193487.96115,-794691393.09146,-909520389.356833,-1383735373.14157,-1509718402.26581,-1951922774.67568,-2006202367.55595,-1771407708.33666,-1735043113.24523
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Cameroon,CMR,-149497898.409709,-38108530.7297426,-637873235.075637,-328516719.340192,-76715498.4521041,-257278043.573002,-64434052.2284952,-197297006.781321,-23210760.1755908,-812346039.809846,-35285372.796286,-466172181.754062,-809675581.056452,-704967129.321338,-737641707.7028,-638519165.449774
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Canada,CAN,-21653038993.6265,8440763882.98875,4749229277.95075,16417567996.3288,43370579702.622,1727389338.84794,-13950022417.3474,-55310207533.9084,18568974469.1936,16787996095.9599,6626667134.17278,11756393310.4902,12879466785.8116,-12563236012.7314,805191688.449753,23927632715.3373
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Central African Republic,CAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Chad,TCD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Chile,CHL,-873370518.197886,-2590031012.62755,-2206769652.97625,-2317376775.8889,-4652657204.61328,-5327059944.69972,-5374273035.9017,-8623204102.19681,-9321755961.35028,-6622247091.58977,-6558972711.96496,-5312996609.67102,-11866985087.1326,-11797761232.6386,-15447958197.4214,-1915152095.71277
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,China,CHN,-37483300000,-37357000000,-46789569178.7806,-49444853743.8231,-60144670467.5079,-90379127564.2216,-100149837150.968,-139094535501.613,-114792373681.871,-87167067369.5,-185749835191.821,-231651578090.287,-176250481637.42,-217957551783.694,-144967626758.575,-68098649764.7788
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Colombia,COL,-2111113395.47856,-2525823161.31739,-1276872386.04946,-782806305.188131,-2923186786.59058,-5439905871.07756,-5482868608.50877,-7606968006.77293,-7479031427.79273,-4530088274.11445,-947330831.294131,-6227223173.70956,-15646181231.6814,-8558338412.8316,-12269760180.6997,-7402796209.71045
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Comoros,COM,..,..,..,-793243.734562134,-672560.378635006,-558865.800033729,-778420.21387879,-7691947.28915694,-4650574.15690676,-13839598.1677915,-8350406.72212106,-23118440.5401983,-10375197.4614675,..,-4684558.67518381,-4936699.51044482
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,"Congo, Dem. Rep.",COD,..,..,..,..,..,-166600000,-237700000,-1793700000,-1672700000,278000000,-2735100000,-1596024303.85686,-2891607809.09542,-1697585830.80626,-1499572152.49797,-1165720010.30767
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,"Congo, Rep.",COG,-162462269.830157,-71403829.4784999,-328526242.970792,-322125933.948264,13084586.31367,-513789859.374916,-1489015781.25323,-1469570514.67058,-2040102949.49069,-1278954733.67776,-929341819.636554,-198718881.90047,289682036.751861,-596092780.358303,-1640153879.24369,-3730406565.91486
